id,index,category
GO:0030163,766,biological_process
GO:0006086,767,biological_process
GO:0007168,768,biological_process
GO:0097720,771,biological_process
GO:0006432,772,biological_process
GO:0045488,775,biological_process
GO:0043406,776,biological_process
GO:0007004,779,biological_process
GO:0039587,780,biological_process
GO:0090529,782,biological_process
GO:0050891,786,biological_process
GO:0030501,788,biological_process
GO:0140021,791,biological_process
GO:0061436,795,biological_process
GO:0042771,797,biological_process
GO:0034138,798,biological_process
GO:0009693,799,biological_process
GO:0001708,803,biological_process
GO:0034260,804,biological_process
GO:0097588,807,biological_process
GO:0061178,808,biological_process
GO:0006231,809,biological_process
GO:0039694,812,biological_process
GO:0009107,813,biological_process
GO:0043170,815,biological_process
GO:0006793,818,biological_process
GO:0015693,821,biological_process
GO:0016358,822,biological_process
GO:0030178,823,biological_process
GO:0019674,825,biological_process
GO:0015689,827,biological_process
GO:0035115,834,biological_process
GO:0046034,835,biological_process
GO:0019073,837,biological_process
GO:0035552,844,biological_process
GO:0006959,845,biological_process
GO:0007584,846,biological_process
GO:0045047,848,biological_process
GO:0032414,849,biological_process
GO:0090090,852,biological_process
GO:0051384,854,biological_process
GO:0010515,856,biological_process
GO:0046689,858,biological_process
GO:0009061,859,biological_process
GO:0016525,860,biological_process
GO:0071456,863,biological_process
GO:0009450,865,biological_process
GO:0017189,870,biological_process
GO:0031639,872,biological_process
GO:0051482,874,biological_process
GO:0034612,878,biological_process
GO:0043249,880,biological_process
GO:0002052,882,biological_process
GO:0007292,883,biological_process
GO:0007029,885,biological_process
GO:0001731,886,biological_process
GO:0030091,890,biological_process
GO:0000083,891,biological_process
GO:1990504,893,biological_process
GO:1990481,896,biological_process
GO:0009088,900,biological_process
GO:0009311,901,biological_process
GO:0048026,903,biological_process
GO:1902230,905,biological_process
GO:0009737,910,biological_process
GO:0072488,911,biological_process
GO:0032259,912,biological_process
GO:0070536,914,biological_process
GO:0010811,916,biological_process
GO:0070417,918,biological_process
GO:0043007,919,biological_process
GO:0046827,920,biological_process
GO:0006839,921,biological_process
GO:0010206,923,biological_process
GO:0030488,924,biological_process
GO:0006163,927,biological_process
GO:0065007,928,biological_process
GO:0032092,931,biological_process
GO:0051298,932,biological_process
GO:0046697,933,biological_process
GO:0046776,936,biological_process
GO:0032784,942,biological_process
GO:0042754,946,biological_process
GO:0048309,947,biological_process
GO:0075512,949,biological_process
GO:0032438,951,biological_process
GO:0048008,954,biological_process
GO:0044030,955,biological_process
GO:0042276,956,biological_process
GO:1990544,957,biological_process
GO:0038026,958,biological_process
GO:0030587,959,biological_process
GO:0031571,960,biological_process
GO:2001240,961,biological_process
GO:0001510,962,biological_process
GO:0043093,964,biological_process
GO:0006629,966,biological_process
GO:0007409,970,biological_process
GO:0002064,973,biological_process
GO:0055130,974,biological_process
GO:0022604,978,biological_process
GO:0000379,984,biological_process
GO:0043523,989,biological_process
GO:0071816,1004,biological_process
GO:0039525,1005,biological_process
GO:0051301,1006,biological_process
GO:0007172,1007,biological_process
GO:0030903,1012,biological_process
GO:0036068,1014,biological_process
GO:0043215,1016,biological_process
GO:0010942,1018,biological_process
GO:0042157,1023,biological_process
GO:1902459,1024,biological_process
GO:0008354,1025,biological_process
GO:0045037,1027,biological_process
GO:0120029,1029,biological_process
GO:0006513,1031,biological_process
GO:1901222,1032,biological_process
GO:0009156,1033,biological_process
GO:2001234,1034,biological_process
GO:0051262,1035,biological_process
GO:0006120,1036,biological_process
GO:0030866,1037,biological_process
GO:0006661,1038,biological_process
GO:0048280,1039,biological_process
GO:0070988,1041,biological_process
GO:0071474,1048,biological_process
GO:0001932,1049,biological_process
GO:0010033,1050,biological_process
GO:0006427,1053,biological_process
GO:0039644,1054,biological_process
GO:0015888,1056,biological_process
GO:0000753,1060,biological_process
GO:0046890,1062,biological_process
GO:0006397,1066,biological_process
GO:1902604,1067,biological_process
GO:0032355,1068,biological_process
GO:0016578,1069,biological_process
GO:0033077,1070,biological_process
GO:0001514,1071,biological_process
GO:0006878,1072,biological_process
GO:0007189,1073,biological_process
GO:0045033,1075,biological_process
GO:0007157,1076,biological_process
GO:0070509,1079,biological_process
GO:0051260,1081,biological_process
GO:0006051,1082,biological_process
GO:0017156,1083,biological_process
GO:0019932,1086,biological_process
GO:0009744,1088,biological_process
GO:0006508,1089,biological_process
GO:0015990,1096,biological_process
GO:0042423,1097,biological_process
GO:0008615,1102,biological_process
GO:0016043,1104,biological_process
GO:0030255,1105,biological_process
GO:0040014,1106,biological_process
GO:0055117,1108,biological_process
GO:1905168,1109,biological_process
GO:0007005,1111,biological_process
GO:0001569,1112,biological_process
GO:0042138,1116,biological_process
GO:0006449,1121,biological_process
GO:0071709,1123,biological_process
GO:0007162,1124,biological_process
GO:0042773,1127,biological_process
GO:0006337,1129,biological_process
GO:0006886,1130,biological_process
GO:0072540,1132,biological_process
GO:0061587,1134,biological_process
GO:0034599,1135,biological_process
GO:0045599,1136,biological_process
GO:0042048,1141,biological_process
GO:0032526,1150,biological_process
GO:0006873,1151,biological_process
GO:0006261,1152,biological_process
GO:0019518,1156,biological_process
GO:0019303,1158,biological_process
GO:0035076,1159,biological_process
GO:0006595,1162,biological_process
GO:0045489,1165,biological_process
GO:0070121,1166,biological_process
GO:0070929,1167,biological_process
GO:0006360,1168,biological_process
GO:0006269,1169,biological_process
GO:0019566,1170,biological_process
GO:0046599,1174,biological_process
GO:0046928,1175,biological_process
GO:0030494,1181,biological_process
GO:0006612,1182,biological_process
GO:0019354,1186,biological_process
GO:0031023,1195,biological_process
GO:0009846,1196,biological_process
GO:0045901,1198,biological_process
GO:0072344,1199,biological_process
GO:0007130,1203,biological_process
GO:0043709,1207,biological_process
GO:0000463,1209,biological_process
GO:0039645,1210,biological_process
GO:0002088,1215,biological_process
GO:0042407,1216,biological_process
GO:0000050,1217,biological_process
GO:0043269,1218,biological_process
GO:0060041,1219,biological_process
GO:0061157,1220,biological_process
GO:0050772,1221,biological_process
GO:0030261,1222,biological_process
GO:0023052,1224,biological_process
GO:0042476,1228,biological_process
GO:0034194,1237,biological_process
GO:0007568,1239,biological_process
GO:0006304,1242,biological_process
GO:0006974,1243,biological_process
GO:0045165,1246,biological_process
GO:0009408,1252,biological_process
GO:0044205,1253,biological_process
GO:0009959,1255,biological_process
GO:0001881,1258,biological_process
GO:0019386,1259,biological_process
GO:0051924,1263,biological_process
GO:0031293,1266,biological_process
GO:0071555,1267,biological_process
GO:0015986,1270,biological_process
GO:0007187,1274,biological_process
GO:0046306,1275,biological_process
GO:0016070,1278,biological_process
GO:0006421,1280,biological_process
GO:0046813,1281,biological_process
GO:0060325,1283,biological_process
GO:0010738,1285,biological_process
GO:0043434,1286,biological_process
GO:0000184,1290,biological_process
GO:0042953,1291,biological_process
GO:0010875,1294,biological_process
GO:0003007,1296,biological_process
GO:0048240,1298,biological_process
GO:0006590,1303,biological_process
GO:1905515,1304,biological_process
GO:0045227,1308,biological_process
GO:0006223,1309,biological_process
GO:0031018,1312,biological_process
GO:1900745,1313,biological_process
GO:0031509,1317,biological_process
GO:0051965,1318,biological_process
GO:0019856,1321,biological_process
GO:0046041,1323,biological_process
GO:0018342,1325,biological_process
GO:0042766,1330,biological_process
GO:0042351,1331,biological_process
GO:0009624,1333,biological_process
GO:0042245,1334,biological_process
GO:0036158,1335,biological_process
GO:0045899,1336,biological_process
GO:0046622,1338,biological_process
GO:0042761,1340,biological_process
GO:0019350,1341,biological_process
GO:0043248,1343,biological_process
GO:1990547,1344,biological_process
GO:0018108,1345,biological_process
GO:0001867,1349,biological_process
GO:0035329,1351,biological_process
GO:0048468,1352,biological_process
GO:0001942,1353,biological_process
GO:0060548,1355,biological_process
GO:0045859,1359,biological_process
GO:0006531,1360,biological_process
GO:0034314,1363,biological_process
GO:0045842,1364,biological_process
GO:0040001,1366,biological_process
GO:0060218,1374,biological_process
GO:0039563,1376,biological_process
GO:0001682,1377,biological_process
GO:0007010,1378,biological_process
GO:0009394,1379,biological_process
GO:0000079,1382,biological_process
GO:1900753,1386,biological_process
GO:0018293,1388,biological_process
GO:1904263,1390,biological_process
GO:0050871,1391,biological_process
GO:0040008,1392,biological_process
GO:0000738,1394,biological_process
GO:0006546,1398,biological_process
GO:0040037,1400,biological_process
GO:1990116,1406,biological_process
GO:0031123,1409,biological_process
